symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
AAPL,Apple Inc.,148.96,781524598400,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl,191
ARCI,Appliance Recycling Centers of America Inc.,0.87,5790167.55,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci,192
APDN,Applied DNA Sciences Inc,1.6,42162372.8,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn,193
APDNW,Applied DNA Sciences Inc,0.39,0,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw,194
AGTC,Applied Genetic Technologies Corporation,5.75,103980487.25,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc,195
AMAT,Applied Materials Inc.,41.83,45169330855.49,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat,196
AAOI,Applied Optoelectronics Inc.,55.96,1062500768.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi,197
AREX,Approach Resources Inc.,2.28,196728035.28,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex,198
APTI,Apptio Inc.,13.86,535262763.42,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apti,199
APRI,Apricus Biosciences Inc.,1.15,14687549.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri,200
APVO,Aptevo Therapeutics Inc.,2.1,44107908.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo,201
APTO,Aptose Biosciences Inc.,1.25,23679246.25,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto,202
AQMS,Aqua Metals Inc.,17.7,344458638,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms,203
AQB,AquaBounty Technologies Inc.,8.27,73479024.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aqb,204
AQXP,Aquinox Pharmaceuticals Inc.,14.01,328158331.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp,205
ARDM,Aradigm Corporation,1.06,15893616.68,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm,206
ZNWAA,Zion Oil & Gas Inc,n/a,0,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/znwaa,207
ARLZ,Aralez Pharmaceuticals Inc.,1.45,95241286.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz,208
PETX,Aratana Therapeutics Inc.,6.64,252035781.44,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx,209
ABUS,Arbutus Biopharma Corporation,3.3,181581038.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus,210
ARCW,ARC Group Worldwide Inc.,3.275,61711650.3,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw,211
ABIO,ARCA biopharma Inc.,2.4,22037692.8,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio,212
RKDA,Arcadia Biosciences Inc.,0.77,32851912.17,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda,213
ARCB,ArcBest Corporation,19.75,505797914.75,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb,214
ACGL,Arch Capital Group Ltd.,97.22,11958686777.34,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl,215
ACGLP,Arch Capital Group Ltd.,23.07,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglp,216
APLP,Archrock Partners L.P.,15.93,1043731369.8,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp,217
ARDX,Ardelyx Inc.,12.65,599442463.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx,218
ARNA,Arena Pharmaceuticals Inc.,1.22,387271397.84,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna,219
ARCC,Ares Capital Corporation,16.62,7079134118.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arcc,220
AGII,Argo Group International Holdings Ltd.,65.45,1973470194.85,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii,221
AGIIL,Argo Group International Holdings Ltd.,25.55,0,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil,222
ARGS,Argos Therapeutics Inc.,0.4249,17571946.0014,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args,223
ARIS,ARI Network Services Inc.,5.21,91322229.39,n/a,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/aris,224
ARKR,Ark Restaurants Corp.,25.9738,88973979.1664,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr,225
ARTX,Arotech Corporation,3.25,85832279,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx,226
ARQL,ArQule Inc.,1.02,72569528.94,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql,227
ARRY,Array BioPharma Inc.,7.18,1213472019.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry,228
ARRS,ARRIS International plc,27.66,5284395867.36,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs,229
DWAT,Arrow DWA Tactical ETF,10.7339,9660510,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat,230
AROW,Arrow Financial Corporation,34.05,459705951.45,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow,231
ARWR,Arrowhead Pharmaceuticals Inc.,1.75,130496985.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr,232
ARTNA,Artesian Resources Corporation,37.08,338641368.84,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna,233
ARTW,Art&#39;s-Way Manufacturing Co. Inc.,3.3,13717281.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw,234
ASBB,ASB Bancorp Inc.,41.6,157581840,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb,235
ASNA,Ascena Retail Group Inc.,3.79,738815872.75,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna,236
ASND,Ascendis Pharma A/S,28.15,789218889.25,28036195,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd,237
ASCMA,Ascent Capital Group Inc.,13.16,162514998.24,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma,238
APWC,Asia Pacific Wire & Cable Corporation Limited,2.95,40768023.55,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc,239
ASML,ASML Holding N.V.,135.84,9247150018.08,68073837,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml,240
AZPN,Aspen Technology Inc.,58.64,4460872693.84,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn,241
ASMB,Assembly Biosciences Inc.,24,415321056,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb,242
ASFI,Asta Funding Inc.,7.35,48232280.25,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi,243
ASTE,Astec Industries Inc.,62.17,1432772866.33,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste,244
ATRO,Astronics Corporation,30.82,893711548.78,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro,245
ALOT,AstroNova Inc.,14.85,111746933.1,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot,246
ASTC,Astrotech Corporation,1.0901,22431375.7756,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc,247
ASUR,Asure Software Inc,11.1,95793255.3,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur,248
ATAI,ATA Inc.,3.66,46645536.12,12744682,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai,249
ATRA,Atara Biotherapeutics Inc.,14.95,435181388.85,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra,250
ATHN,athenahealth Inc.,104.02,4143546410.64,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn,251
ATHX,Athersys Inc.,1.4,155843261,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx,252
AAPC,Atlantic Alliance Partnership Corp.,10.1,37241053.3,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/aapc,253
AAME,Atlantic American Corporation,3.8,77607111.2,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame,254
ACBI,Atlantic Capital Bancshares Inc.,19,485128767,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi,255
ACFC,Atlantic Coast Financial Corporation,7.79,121163393.11,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc,256
ABY,Atlantica Yield plc,20.39,2043429931.4,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby,257
ATLC,Atlanticus Holdings Corporation,2.56,39437020.16,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc,258
AAWW,Atlas Air Worldwide Holdings,52.25,1319582998.25,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww,259
AFH,Atlas Financial Holdings Inc.,12.65,152188392.95,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh,260
TEAM,Atlassian Corporation Plc,36.81,8189029411.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team,261
ATNI,ATN International Inc.,66.49,1076526092.53,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni,262
ATOM,Atomera Incorporated,6.085,73657324.645,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom,263
ATOS,Atossa Genetics Inc.,0.61,3665436.93,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos,264
ATRC,AtriCure Inc.,23,780818628,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc,265
ATRI,Atrion Corporation,515.55,946964817.75,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri,266
ATTU,Attunity Ltd.,7.58,128089720.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu,267
LIFE,aTyr Pharma Inc.,3.15,74806754.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life,268
AUBN,Auburn National Bancorporation Inc.,33.5,122058690.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn,269
BOLD,Audentes Therapeutics Inc.,14.53,316290260.52,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold,270
AUDC,AudioCodes Ltd.,6.47,209701085.12,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc,271
AUPH,Aurinia Pharmaceuticals Inc,7.02,576347180.76,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph,272
EARS,Auris Medical Holding AG,0.7,31030792.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears,273
ABTL,Autobytel Inc.,12.59,139391242.56,n/a,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/abtl,274
ADSK,Autodesk Inc.,93.24,20591985748.32,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk,275
ADP,Automatic Data Processing Inc.,99.29,44571537366.78,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp,276
AVDL,Avadel Pharmaceuticals plc,9.19,371548538.64,40429656,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl,277
AVEO,AVEO Pharmaceuticals Inc.,0.5844,64496105.6424,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo,278
AVXS,AveXis Inc.,80.26,2226667145.24,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs,279
AVNW,Aviat Networks Inc.,21.3,113024147.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw,280
AVID,Avid Technology Inc.,5.24,214132154.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid,281
AVGR,Avinger Inc.,0.4901,11719937.2459,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr,282
AVIR,Aviragen Therapeutics Inc.,0.5,19324618.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir,283
CAR,Avis Budget Group Inc.,29.62,2531064988.3,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car,284
AHPA,Avista Healthcare Public Acquisition Corp.,9.8,379750000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/ahpa,285
AHPAU,Avista Healthcare Public Acquisition Corp.,10.24,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/ahpau,286
AHPAW,Avista Healthcare Public Acquisition Corp.,0.47,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/ahpaw,287
AWRE,Aware Inc.,4.725,103182683.625,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre,288
AXAR,Axar Acquisition Corp.,10.65,90590082.15,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/axar,289
AXARU,Axar Acquisition Corp.,10.02,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/axaru,290
AXARW,Axar Acquisition Corp.,0.073,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/axarw,291
ACLS,Axcelis Technologies Inc.,21.55,645040763.3,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls,292
AXGN,AxoGen Inc.,12.7,419912292,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn,293
AAXN,Axon Enterprise Inc.,24.95,1312205055.55,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aaxn,294
AXSM,Axsome Therapeutics Inc.,3.9,92015301.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm,295
AXTI,AXT Inc,6.9,266207816.7,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti,296
AZRX,AzurRx BioPharma Inc.,3.53,33997740.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/azrx,297
BCOM,B Communications Ltd.,19.27,575961897.15,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom,298
RILY,B. Riley Financial Inc.,14.3,276090214.4,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily,299
RILYL,B. Riley Financial Inc.,25.915,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyl,300
BOSC,B.O.S. Better Online Solutions,2.05,6160389.4,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc,301
BIDU,Baidu Inc.,178.03,48992431760,275192000,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/bidu,302
BCPC,Balchem Corporation,80.91,2578352820.84,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc,303
BWINA,Baldwin & Lyons Inc.,23.39,353287004.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina,304
BWINB,Baldwin & Lyons Inc.,24.15,364766188.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb,305
BLDP,Ballard Power Systems Inc.,2.82,492793956.6,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp,306
BANF,BancFirst Corporation,97.05,1542248335.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banf,307
BANFP,BancFirst Corporation,27.5,27500000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp,308
BCTF,Bancorp 34 Inc.,12.93,44455796.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf,309
BKMU,Bank Mutual Corporation,9.4,431720558.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu,310
BOCH,Bank of Commerce Holdings (CA),11.1,149207221.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch,311
BMRC,Bank of Marin Bancorp,63.45,390121436.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc,312
BMLP,Bank Of Montreal,51.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmlp,313
BKSC,Bank of South Carolina Corp.,20.1,99739998.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc,314
BOTJ,Bank of the James Financial Group Inc.,14.7857,64738241.1652,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj,315
OZRK,Bank of the Ozarks,48.29,5870663831.45,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk,316
BFIN,BankFinancial Corporation,15.13,278078143.28,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin,317
BWFG,Bankwell Financial Group Inc.,35.87,273809555.82,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg,318
BANR,Banner Corporation,56.41,1874935949.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr,319
BZUN,Baozun Inc.,17.66,495017764.66,28030451,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun,320
TAPR,Barclays Inverse US Treasury Composite ETN,25.4,17284700,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr,321
BHAC,Barington/Hilco Acquisition Corp.,10.22,48546389.92,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bhac,322
BHACR,Barington/Hilco Acquisition Corp.,0.3199,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr,323
BHACU,Barington/Hilco Acquisition Corp.,10.43,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu,324
BHACW,Barington/Hilco Acquisition Corp.,0.1299,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw,325
BBSI,Barrett Business Services Inc.,57,413336868,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi,326
BSET,Bassett Furniture Industries Incorporated,30.5,326964514,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset,327
BYBK,Bay Bancorp Inc.,7.05,74727349.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk,328
BV,Bazaarvoice Inc.,4.65,388965817.95,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv,329
BCBP,BCB Bancorp Inc. (NJ),15.95,180065977.85,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp,330
BECN,Beacon Roofing Supply Inc.,49.83,2993625847.74,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn,331
BSF,Bear State Financial Inc.,9.31,350893332.09,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf,332
BBGI,Beasley Broadcast Group Inc.,9.7,277077638.5,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi,333
BEBE,bebe stores inc.,4.52,36461958.6,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe,334
BBBY,Bed Bath & Beyond Inc.,37.34,5420040464.9,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby,335
BGNE,BeiGene Ltd.,39.3,726815025.3,18494021,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne,336
BELFA,Bel Fuse Inc.,21.51,258691391.64,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa,337
BELFB,Bel Fuse Inc.,23.25,279617613,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb,338
BLPH,Bellerophon Therapeutics Inc.,1.37,45194495.71,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph,339
BLCM,Bellicum Pharmaceuticals Inc.,13.18,435974867.24,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm,340
BNCL,Beneficial Bancorp Inc.,15.8,1209487645.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl,341
BNFT,Benefitfocus Inc.,30.25,939037682,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft,342
BNTC,Benitec Biopharma Limited,2.92,3248064.92,1112351,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc,343
BNTCW,Benitec Biopharma Limited,0.34,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw,344
BYSI,BeyondSpring Inc.,26.32,571352586,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bysi,345
BGCP,BGC Partners Inc.,11.59,3287803310.12,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp,346
